[ 2026-03-13 13:58:13,871 ] 17 root - INFO - Initiate the data ingestion
[ 2026-03-13 13:58:20,257 ] 61 root - INFO - Performed train test split on the dataframe
[ 2026-03-13 13:58:20,257 ] 63 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-03-13 13:58:20,259 ] 71 root - INFO - Exporting train and test file path.
[ 2026-03-13 13:58:20,303 ] 80 root - INFO - Exported train and test file path.
[ 2026-03-13 13:58:20,304 ] 19 root - INFO - Data Initiation Completed
[ 2026-03-13 13:58:20,326 ] 23 root - INFO - Initiate the data Validation
[ 2026-03-13 13:58:20,375 ] 37 root - INFO - Required number of columns:2
[ 2026-03-13 13:58:20,375 ] 38 root - INFO - Data frame has columns:31
[ 2026-03-13 13:58:20,375 ] 37 root - INFO - Required number of columns:2
[ 2026-03-13 13:58:20,375 ] 38 root - INFO - Data frame has columns:31
[ 2026-03-13 13:58:20,498 ] 25 root - INFO - data Validation Completed
